university_id,nama,npsn,nama singkat,kode_pos,telepon,fax,email,alamat,kota,provinsi,akreditasi,Status ,rank_qs,rank_country
254,Universitas Nahdlatul Ulama Surakarta,61028,UNU SURAKARTA,57141,271717954,,unusurakarta@yahoo.com,Jalan Dr Wahidin 05 VI Penumping Laweyan,Surakarta,Jawa Tengah,Baik Sekali,swasta,,
255,Universitas Tribhuwana Tungga Dewi,71061,UNITRI,65144,341565500,,info@unitri.ac.id,"Jl Telaga Warna, Tlogomas, Malang",Malang,Jawa Timur,Baik Sekali,swasta,,
256,Universitas Ma'soem,41073,UM,45363,227798340,,info@masoemuniversity.ac.id,Jl. Raya Cipacing No. 22 Jatinangor -Sumedang,Sumedang,Jawa Barat,Baik,swasta,,
257,Universitas Suryakancana,41030,UNSUR,43216,263270106,,unsur@unsur.ac.id,Jalan Pasir Gede Raya Cianjur,Cianjur,Jawa Barat,Baik Sekali,swasta,,
258,"Institut Parahikma Indonesia, Gowa Sulawesi Selatan",212062,,92113,(0411) 8982733,,contact@parahikma.ac.id,"Jl. Mustafa dg. Bunga No. 191, Paccinongan",Gowa,Sulawesi Selatan,Baik,swasta,,
259,Universitas Narotama,71008,UNNAR,60117,315946404,,rektor.universitas@narotama.ac.id,Jl Arif Rahman Hakim No 51,Surabaya,Jawa Timur,Baik Sekali,swasta,,
260,Universitas Muhammadiyah Semarang,61026,UNIMUS,50273,2476740296,,info@unimus.ac.id,Jalan Kedungmundu Raya 18 Kecamatan Tembalang,Semarang,Jawa Tengah,Baik Sekali,swasta,,
261,Universitas Klabat,161002,UNKLAB,95371,0431 891035,,email@unklab.ac.id; warek1@unklab.ac.id,"Jl. Arnold Mononutu, Airmadidi, Minahasa Utara, Manado 95371, Sulawesi Utara, In",Minahasa Utara,Sulawesi Utara,Baik Sekali,swasta,,
262,Institut Teknologi dan Bisnis Bina Adinata,92036,ITeB,92561,4132510621,,bina.adinata@gmail.com,"Jalan Sukun, Kelurahan Jalanjang, Kabupaten Bulukumba",Bulukumba,Sulawesi Selatan,Baik,swasta,,
263,Universitas Tanjungpura,1022,UNTAN,78124,"561,736,033,739,630",,1) untan_59@untan.ac.id; 2) untan_59@untan.ac.id,Jalan Jenderal Ahmad Yani,Pontianak,Kalimantan Barat,Unggul,negeri,,
264,Universitas Surakarta,61024,UNSA,57772,271825117,,info@unsa.ac.id,Jalan Raya Palur Km 5,Karanganyar,Jawa Tengah,Baik,swasta,,
265,Universitas Nahdlatul Wathan Mataram,81014,UNW Mataram,82137,370641275,,unwmataram@yahoo.co.id,Jalan Kaktus No 1-3 Gomong,Mataram,Nusa Tenggara Barat,Baik Sekali,swasta,,
266,Universitas Dr Soetomo,71005,Unitomo,60118,315925970,,info@unitomo.ac.id,Jl Semolowaru 84,Surabaya,Jawa Timur,Baik Sekali,swasta,,
267,Universitas Bosowa,91049,UNIBOS,90231,(0411)452901452 78,,info@unibos.ac.id,Jalan Urip Sumoharjo Km. 4,Makassar,Sulawesi Selatan,Baik Sekali,swasta,,
268,Universitas Islam Raden Rahmat,71084,UNIRA Malang,65163,0341 399099,,radenrahmat@uniramalang.ac.id,"Jalan Mojosari No. 2 Kepanjeng, Kab. Malang",Malang,Jawa Timur,Baik,swasta,,
269,Universitas Kristen Indonesia Paulus,91003,UKI Paulus,90243,411582825,,ukip@ukipaulus.ac.id,Jl Perintis Kemerdekaan KM 13 Daya Makassar,Makassar,Sulawesi Selatan,Baik Sekali,swasta,,
270,Institut Teknologi dan Bisnis Adias,62015,,52313,(0284) 322881,,puskom@itbadias.ac.id,"Jl Tegalmlati No. 22 Kelurahan Petarukan, Kecamatan Petarukan",Pemalang,Jawa Tengah,Baik,swasta,,
271,Universitas Islam Al-Ihya Kuningan,41059,UNISA Kuningan,45552,(0232) 873186,,kontak@unisa.ac.id,Jl. Mayasih No. 11 Kel. Cigugur Kuningan,Kuningan,Jawa Barat,Baik,swasta,,
272,Universitas Sawerigading,91013,UNSA MAKASSAR,90156,0411  3629561,,univ.unsamks@gmail.com,Jalan Kandea I No. 27,Makassar,Sulawesi Selatan,Baik,swasta,,
273,Universitas Ottow Geissler,141008,UOG Papua,99225,0967 581562,,info.uogp@yahoo.com,JALAN PERKUTUT KOTARAJA JAYAPURA - PAPUA,Boven Digoel,Papua Selatan,Baik,swasta,,
274,Universitas Bina Mandiri Gorontalo,161023,UBMG,96128,435834062,,ubmgorontalo@ubmg.ac.id,"Jl. Profesor DR. H. Aloei Saboe, Wongkaditi, Kabila, Kabupaten Bone Bolango, Gorontalo",Gorontalo,Gorontalo,Baik,swasta,,
275,Institut Kesehatan dan Bisnis Annisa,42029,IKBis Annisa,16810,2183715935,,ikbisannisa23@gmail.com,"1. Jln Kranggan Nomor 30, Desa Puspasari, Kec. Citeureup 2. Jln. Mayor Oking Jayaatmaja No.122, Cirimekar Cibinong",Bogor,Jawa Barat,Baik,swasta,,
276,Universitas 'Aisyiyah Bandung,41087,UNISA BANDUNG,40264,022 7305269,,info@unisa-bandung.ac.id,"Jl. Banteng Dalam No. 6 Turangga, Kec. Lengkong",Bandung,Jawa Barat,Baik Sekali,swasta,,
277,Universitas Tama Jagakarsa,31050,,12530,217890965,,info@jagakarsa.ac.id,Jalan TB Simatupang No 152 Tanjung Barat,Katingan,Kalimantan Tengah,Baik,swasta,,
278,Institut Agama Islam Shalahuddin Al-Ayyubi (INISA) Tambun Bekasi,212024,INISA,17510,2188323120,,inisa_tambunbekasi@yahoo.com,Jl. Sultan Hasanudin No. 203/226 Tambun Selatan Bekasi Jawa Barat,Bekasi,Jawa Barat,Baik,swasta,,
279,Universitas Nahdlatul Ulama Surabaya,71079,UNUSA,60237,318479070,,info@unusa.ac.id,"Kampus A Jl. SMEA No 57, Surabaya
Kampus B Jl. Jemursari 51-57, Surabaya",Surabaya,Jawa Timur,Unggul,swasta,,
280,Universitas Sains dan Teknologi Komputer,61058,Universitas STEKOM,50192,(024) 6723456,,universitas@stekom.ac.id,Jl. Majapahit No. 605 Pedurungan Kidul Semarang,Semarang,Jawa Tengah,Baik,swasta,,
281,Universitas Muslim Nusantara Al-Washliyah,11027,UMN Al-Washliyah,20147,"0617867044, 7868487",,info@umnaw.ac.id,"Jalan Garu II No 2 ; no 52 dan no 93
Jl. Lintas Medan Lubuk Pakam
Jl. Gedung Arc",Medan,Sumatera Utara,Baik Sekali,swasta,,
282,Universitas IBA,21007,UIBA,30113,711351364,,uiba@iba.ac.id,Jalan Mayor Ruslan,Palembang,Sumatera Selatan,Baik,swasta,,
283,Universitas Islam Kalimantan Muhammad Arsyad Al Banjari Banjarmasin,111003,UNISKA MAB,70123,511304592,,admin@uniska-bjm.ac.id,Jalan Adhyaksa No 2 Kayu Tangi,Banjarmasin,Kalimantan Selatan,Baik Sekali,swasta,,
284,Institut Bisnis Dan Informatika Kwik Kian Gie,32009,KKGSOB,14350,2165307062,,rektorat@kwikkiangie.ac.id,Jalan Yos Sudarso Kav 87 Sunter,Bogor,Jawa Barat,Baik Sekali,swasta,,
285,Universitas Mahkota Tricom Unggul,11062,Universitas MTU,20244,6180086201,,universitasmtu@mtu.ac.id,Jl. Pematang Pasir No. 27 Kel. Tj. Mulia Hilir Kec. Medan Deli,Medan,Sumatera Utara,Baik,swasta,,
286,Universitas Wijaya Kusuma Surabaya,71009,UWKS,60225,031 5677577,,info@uwks.ac.id,Jalan Dukuh Kupang XXV No 54,Sabang,Aceh,Baik Sekali,swasta,,
287,Universitas Pembinaan Masyarakat Indonesia,11025,UPMI,20227,061 7362927,,upmi@upmi.ac.id,Jalan Teladan No 15,Medan,Sumatera Utara,Baik,swasta,,
288,Universitas Al-ghifari,41037,Unfari,40293,227835813,,info@unfari.ac.id,Jalan Cisaranten Kulon No 140,Bandung,Jawa Barat,Baik,swasta,,
289,Universitas Proklamasi  45,51004,UP45,55281,"0274485517, 485535",,info@up45.ac.id,Jalan Proklamasi No 1 Babarsari,Sleman,Daerah Istimewa Yogyakarta,Baik Sekali,swasta,,
290,Universitas Abdurrab,171013,UNIVRAB,28292,76138762,,humas@univrab.ac.id,Jalan Riau Ujung No 73 Tampan,Pekanbaru,Riau,Baik Sekali,swasta,,
291,Universitas Putra Indonesia,41035,UNPI CIANJUR,43215,263262604,,akademik@unpi-cianjur.ac.id,Jl Dr Muwardi No 66 Bypass,Cianjur,Jawa Barat,Baik,swasta,,
292,Universitas Sriwijaya,1009,Unsri,30662,711580169,,bapsi@unsri.ac.id,Jl Raya Palembang Prabumulih Km. 32  Inderalaya Ogan Komering Ilir,Ogan Ilir,Sumatera Selatan,Unggul,negeri,,
293,Universitas Muhammadiyah Cirebon,41029,,45153,0231 209617,,rektorat@umc.ac.id,Jalan Tuparev No 70,Cirebon,Jawa Barat,Baik Sekali,swasta,,
294,Universitas Kristen Artha Wacana,151003,UKAW,85228,0380 881584,,ukaw_kupang@yahoo.co.id,Jalan Adisucipto 147 Oesapa,Kupang,Nusa Tenggara Timur,Baik Sekali,swasta,,
295,Universitas Quality,11040,UQ,12345,6180047003,,info@universitasquality.ac.id,Jl. Ringroad - Ngumban Surbakti No.18 Medan,Medan,Sumatera Utara,Baik,swasta,,
296,Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung,201019,UIN SATU TULUNGAGUNG,66221,0355  321513,,info@uinsatu.ac.id,Jl. Mayor Sujadi Timur No. 46 Tulungagung,Tulungagung,Jawa Timur,Unggul,swasta,,
297,Universitas Muhammadiyah Palangka Raya,111009,UMPR,73111,5363222184,,um.palangkaraya@gmail.com,"Jalan RTA Milono Km 1,5  Palangka Raya
Kalimantan Tengah",Kutai Kartanegara,Kalimantan Timur,Baik Sekali,swasta,,
298,Universitas Putera Batam,171019,UPB,29433,85775710743,,akademik@upbatam.ac.id,Jl Letjen R Soeprapto Muka Kuning,Batam,Kepulauan Riau,Baik,swasta,,
299,Universitas Muhammadiyah Gombong,61061,UNIMUGO,54412,(0287) 472433/473749,,rektorat@unimugo.ac.id,Jl. Yos Sudarso 461 Gombong,Kebumen,Jawa Tengah,Baik Sekali,swasta,,
300,Universitas Bina Darma,21019,UBD,30264,711515582,,universitas@binadarma.ac.id,Jalan Jenderal Ahmad Yani No.12 Plaju,Palembang,Sumatera Selatan,Baik Sekali,swasta,,
301,Universitas Mahaputra Muhammad Yamin,101004,UMMY,27361,(0755) 324265,,baak.ummy@gmail.com,Jalan Raya Koto Baru No 7,Solok,Sumatera Barat,Baik Sekali,swasta,,
302,Universitas Atma Jaya Makassar,91009,UAJM,90244,0411  871038,,uajm@mail.uajm.ac.id,Jalan Tanjung Alang No 23 Makassar,Makassar,Sulawesi Selatan,Baik,swasta,,
303,Universitas Jenderal Soedirman,1023,UNSOED,53122,281635292,,bakunsoed@gmail.com,Jl Prof Dr HR Boenyamin 708,Banyumas,Jawa Tengah,Unggul,negeri,,
304,Universitas Islam Darul `ulum,71062,UNISDA LAMONGAN,62253,322390497,,humas@unisda.ac.id,"Jalan Airlangga No 3, Sukodadi Lamongan",Lamongan,Jawa Timur,Baik,swasta,,
305,Universitas Abulyatama,131003,Unaya,23372,(0651)34488,,sekertariat@abulyatama.ac.id,"Jl Blang Bintang Lama Km 8,5 Lampoh Keude, Aceh Besar, Aceh",Kepulauan Talaud,Sulawesi Utara,Baik Sekali,swasta,,
306,Universitas Stikubank,61029,UNISBANK,50241,248414970,,sekretariat.univ@edu.unisbank.ac.id,Jalan Tri Lomba Juang No 1,Semarang,Jawa Tengah,Baik Sekali,swasta,,
307,Institut Agama Islam Negeri Curup,202039,IAIN CURUP,39119,73221759,,admin@iaincurup.ac.id,Jl. Doktor AK Gani No. 1 Curup Utara,Rejang Lebong,Bengkulu,Baik Sekali,swasta,,
308,Universitas Islam Negeri Mataram,201015,UINMA,83116,(0370) 621298,,info@uinmataram.ac.id,"Jalan Gajah Mada No. 100, Pagesangan, Mataram, Jempong Baru, Kec. Sekarbela",Mataram,Nusa Tenggara Barat,Unggul,swasta,,
309,Universitas Merdeka Ponorogo,71043,UNMER,63418,352481123,,unmerpo@yahoo.com,Jalan Pacar 30,Ponorogo,Jawa Timur,Baik,swasta,,
310,Universitas Nahdlatul Ulama Kalimantan Timur,111020,UNU Kaltim,75131,0541 4104842,,admin@unukaltim.ac.id,"Jl. KH. Harun Nafsi, Kel. Rapak Dalam, Samarinda",Samarinda,Kalimantan Timur,Baik,swasta,,
311,Universitas Nasional Karangturi Semarang,61046,UNKARTUR,50127,(024) 3545882,,info@unkartur.ac.id,Jl Raden Patah No. 182-192 Semarang,Semarang,Jawa Tengah,Baik,swasta,,
312,Universitas Khairun,1044,Universitas Khairun,97719,9.21E+16,,univkhairun_tte@yahoo.co.id,Jalan Pertamina Kampus II Gambesi,Ternate,Maluku Utara,Baik Sekali,negeri,,
313,Universitas Swiss German,41026,SGU,15143,021 2977 9596/9597,,academic@sgu.ac.id,"The Prominence Tower, Jalan Jalur Sutera Barat No. 15 Alam Sutera",Tangerang,Banten,Baik Sekali,swasta,,
314,Universitas Udayana,1013,UNUD,80361,361701954,,info@unud.ac.id,"Jl.Kampus Bukit UNUD Jimbaran ,Badung-Bali",Badung,Bali,Unggul,negeri,1402.0,21.0
315,Universitas Katolik Santo Thomas,11009,UKST,20132,061 8210161,,info@ust.ac.id,Jalan Setia Budi Nomor 479 F Tanjung Sari,Medan,Sumatera Utara,Baik Sekali,swasta,,
316,Universitas Borobudur,31018,,13620,"8618293, 8613877",,info@borobudur.ac.id,Jalan Raya Kalimalang No  1,Administrasi Jakarta Timur,DKI Jakarta,Baik,swasta,,
317,Universitas Bumi Hijrah Tidore,121017,UNIBRAH,97852,85225262572,,unibrahtidore@gmail.com,"Jln Lintas Halmahera - Sofifi, Kec. Oba Utara, Kota Tidore Kepulauan",Tidore Kepulauan,Maluku Utara,Baik,swasta,,
318,Universitas Atma Jaya Yogyakarta,51005,UAJY,55281,274487711,,kaa@uajy.ac.id,Jalan Babarsari No 44,Sleman,Daerah Istimewa Yogyakarta,Unggul,swasta,,
319,Universitas Islam Negeri Sunan Gunung Djati,201004,UIN SGD Bandung,40614,+6222 7800525,,info@uinsgd.ac.id,Jalan AH Nasution No 105,Bandung,Jawa Barat,Unggul,swasta,,
320,Universitas Nusa Nipa,151008,UNIPA,86111,38222388,,unipamaumere@yahoo.co.id,Jalan Kesehatan No 3,Sikka,Nusa Tenggara Timur,Baik Sekali,swasta,,
321,Universitas Madura,71048,Unira,69371,324322231,,"info@unira.ac.id, mail@unira.ac.id","Jl. Raya Panglegur KM. 3,5 Pamekasan Madura",Pamekasan,Jawa Timur,Baik Sekali,swasta,,
322,Universitas Muhammadiyah Surakarta,61008,UMS.,57102,271717417,,ums@ums.ac.id,"Jl. Ahmad Yani, Tromol Pos1,  Pabelan Kartasura, Surakarta",Sukoharjo,Jawa Tengah,Unggul,swasta,1405.0,24.0
323,Universitas Muhammadiyah Tangerang,41051,UMT,15118,(021) 55730731,,umtindonesia.2009@gmail.com,"JL. Perintis Kemerdekaan, No. I / 33, Cikokol, Tangerang",Tangerang,Banten,Baik Sekali,swasta,,
324,Institut Agama Islam Tribakti (IAIT) Kediri,212012,IAIT,64114,354772879,,info@iai-tribakti.ac.id,JL. KH. Wahid Hasyim 62 Kediri,Kediri,Jawa Timur,Baik,swasta,,
325,Universitas Jenderal Achmad Yani,41021,UNJANI,40513,(022) 6610223,,akademik@unjani.ac.id,Jl Terusan Jenderal Sudirman,Cimahi,Jawa Barat,Baik Sekali,swasta,,
326,Universitas Islam Negeri Kiai Haji Achmad Siddiq Jember,201023,UIN KHAS JEMBER,68136,331487550,,info@uinkhas.ac.id,"Jl.Mataram No. 1 Mangli, Kec. Kaliwates, .",Jember,Jawa Timur,Unggul,swasta,,
327,Institut Agama Islam Hamzanwadi NW Lombok Timur,212021,IAIH NW LOTIM,83659,376631967,,info@iaihnwlotim.ac.id; admin@iaihnw-lotim.ac.id,Jl. Mataram-Lb. Lombok Km. 49 Anjani Suralaga,Lombok Timur,Nusa Tenggara Barat,Baik,swasta,,
328,Universitas Islam Negeri Fatmawati Sukarno Bengkulu,201024,UIN FAS BENGKULU,38211,73651276,,admin@uinfasbengkulu.ac.id,Jl. Raden Fatah Kel. Pagar Dewa Kec. Selebar,Bengkulu,Bengkulu,Baik Sekali,swasta,,
329,Universitas Muara Bungo,101016,UMB,37215,747323310,,umb101016@gmail.com,Jalan Diponoro No. 27 Muara Bungo,Bungo,Jambi,Baik,swasta,,
330,Universitas Nusa Bangsa,41020,UNB,16166,2518340217,,nusabangsa@unb.ac.id,"Jalan KH. Sholeh Iskandar (Jl. Baru KM 4) Kelurahan Cibadak 
Kec. Tanah Sareal",Bogor,Jawa Barat,Baik,swasta,,
331,Universitas Cordova,81028,UNDOVA,84355,0372 8283093,,undovaindonesia@gmail.com,JL. Pondok Pesantren 112 Taliwang 84355 KSB NTB,Sumbawa Barat,Nusa Tenggara Barat,Baik,swasta,,
332,Institut Keguruan dan Teknologi Larantuka,152002,IKTL,86212,3832325554,,iktl_cij@yahoo.com,Jln. Ki Hajar Dewantara Kel. Waibalun,Flores Timur,Nusa Tenggara Timur,Baik,swasta,,
333,Universitas Muhammadiyah Pontianak,111013,UMP,78124,561764571,,kontak@unmuhpnk.ac.id,Jalan Jendral Ahmad Yani No.111,Pontianak,Kalimantan Barat,Baik Sekali,swasta,,
334,Universitas Satya Wiyata Mandala,141004,,98801,98421757,,uswim.nabire.01@gmail.com,Jalan Sutamsu SH Kalibobo,Nabire,Papua Tengah,Baik,swasta,,
335,Universitas Nias,11063,UNIAS,22814,6.26E+11,,admin@unias.ac.id,Jalan Pancasila No.10 Kota Gunungsitoli,Gunungsitoli,Sumatera Utara,Baik,swasta,,
336,Universitas Kadiri,71039,UNIK,64115,(0354)771649,,rektor@unik-kediri.ac.id,Jalan Selomangleng No. 1,Kediri,Jawa Timur,Baik Sekali,swasta,,
337,Universitas Muhammadiyah Pringsewu Lampung,21034,UMPRI LAMPUNG,35373,(0729) 7081112,,info@umpri.ac.id,Jl. KH. Ahmad Dahlan No.112 Kecamatan Pringsewu,Pringsewu,Lampung,Baik Sekali,swasta,,
338,Universitas Pattimura,1021,Unpatti,97233,(0911)322626,,rektor@unpatti.ac.id,"Jalan Ir M Putuhena, Kampus Poka, AMBON",Ambon,Maluku,Baik Sekali,negeri,,
339,Universitas Gajayana,71051,UNIGA,65144,341562411,,uniga@unigamalang.ac.id,"Jalan Mertojoyo Blok L, Merjosari Malang",Malang,Jawa Timur,Baik Sekali,swasta,,
340,Universitas Lambung Mangkurat,1010,ULM,70123,511306694,,humas@ulm.ac.id,Jalan Brigjen H Hasan Basri,Banjarmasin,Kalimantan Selatan,Unggul,negeri,,
341,Universitas Informatika Dan Bisnis Indonesia,41046,UNIBI,40117,227320841,,sekretariat@unibi.ac.id,"Jalan Soekarno Hatta No 643 Sukapura, Kec. Kiracondong",Bandung,Jawa Barat,Baik Sekali,swasta,,
342,Universitas Islam Negeri Mahmud Yunus Batusangkar,201026,UIN MY Batusangkar,27211,6275271150,,info@uinmybatusangkar.ac.id,Jl. Sudirman No.137 Lima Kaum Batusangkar,Tanah Datar,Sumatera Barat,Baik Sekali,swasta,,
343,Universitas Islam Bandung,41002,Unisba,40116,224203368,,humas@unisba.ac.id,Jalan Tamansari No 1,Bandung,Jawa Barat,Unggul,swasta,,
344,Universitas Ekasakti,101003,UNES,25114,75128859,,rektoratunes@unespadang.ac.id,Jalan Veteran Dalam No 26 B,Padang,Sumatera Barat,Baik Sekali,swasta,,
345,Universitas Presiden,41041,PRESUNIV,17550,(021) 8910 976263,,rector@president.ac.id,"Jl. Ki Hajar Dewantara, Kota Jababeka, Cikarang Baru, Bekasi",Bekasi,Jawa Barat,Unggul,swasta,,
346,Universitas Pawyatan Daha,71052,UPD,64182,(0354) 683044,,univpawdaha@ymail.com,Jl Soekarno-hatta No 49 Kediri,Kediri,Jawa Timur,Baik,swasta,,
347,Universitas Teknologi Sulawesi Utara,161016,UTSU,95122,82194080221,,info@utsu.ac.id,Jalan Piere Tendean Komp. Megamas Smart 6 No 12,Sintang,Kalimantan Barat,Baik,swasta,,
348,Universitas Ratu Samban,21018,UNRAS,38611,737522613,,ratusambanuniv@gmail.com,Jl Jenderal Sudirman No 87 Bengkulu Utara,Bengkulu Utara,Bengkulu,Baik,swasta,,
349,Institut Agama Islam Al-Khairat Pamekasan Jawa Timur,212076,IAI AL-KHAIRAT,69301,87851754495,,alkhairatpmk@gmail.com,Jl. Raya Palengaan No. 02 (Palduding) Pamekasan,Pamekasan,Jawa Timur,Baik,swasta,,
350,Universitas Islam Negeri Ar-Raniry Banda Aceh,201011,UINAR,23111,6517552921,,uin@ar-raniry.ac.id,Jl. Syeikh Abdur Rauf Kopelma Darussalam Banda Aceh,Banda Aceh,Aceh,Unggul,swasta,,
351,Universitas Komputer Indonesia,41027,UNIKOM,40132,222503430,,sektor@email.unikom.ac.id,Jalan Dipatiukur No 112-114,Bandung,Jawa Barat,Unggul,swasta,,
352,Universitas Muhammadiyah Jakarta,31011,UMJ,10510,(021)7401894,,info@umj.ac.id,"Kampus A Jl. Cempaka Putih Tengah 27, Cempaka Putih",Tangerang Selatan,Banten,Unggul,swasta,,
353,Universitas Prasetiya Mulya,31063,Prasmul,12430,217511126,,bpm@pmbs.ac.id,"Jl. RA. Kartini, Cilandak Barat",Administrasi Jakarta Selatan,DKI Jakarta,Baik,swasta,,
354,Universitas Muhammadiyah Tasikmalaya,41061,UMTAS,46196,2652350982,,kotaksurat@umtas.ac.id,Jalan Tamansari Gobras,Tasikmalaya,Jawa Barat,Baik,swasta,,
355,Institut Manajemen Wiyata Indonesia,42011,IMWI,43112,2666253500,,info@imwi.ac.id,Jalan Gudang No. 9 Sukabumi,Sukabumi,Jawa Barat,Baik,swasta,,
356,Universitas Papua,1045,UNIPA,98314,"0986211974, 211754",,rektor@unipa.ac.id,"Jl Gunung Salju, Amban Manokwari",Manokwari,Papua Barat,Baik Sekali,negeri,,
357,Universitas Pamulang,41033,UNPAM,15417,(021) 7412566,,admin@unpam.ac.id,"Jalan Suryakencana No 1 Pamulang, Kota Tangerang Selatan Provinsi Banten",Tangerang Selatan,Banten,Baik Sekali,swasta,,
358,Institut Agama Islam Latifah Mubarokiyah (IAILM) Suryalaya Tasikmalaya,212003,IAILM Suryalaya,46158,265455808,,iailm@iailm.ac.id,"Ds. Tanjungkerta, Kec. Pagerageung",Tasikmalaya,Jawa Barat,Baik,swasta,,
359,Institut Seni Budaya Indonesia Bandung,2010,,40265,227314982,,isbi@isbi.ac.id,Jalan Buahbatu No. 212 Bandung,Bandung,Jawa Barat,Baik Sekali,negeri,,
360,Institut Bisnis Dan Informatika Kesatuan,42016,IBI Kesatuan,16123,0251 8381112,,info@ibik.ac.id,"Jl. Rangga Gading No.1, Gudang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat",Bogor,Jawa Barat,Baik Sekali,swasta,,
361,Universitas Halmahera,121015,UNIERA,97762,9242622408,,info@uniera.ac.id,"Kompleks UNIERA, Jl. Wari Raya, Tobelo - Maluku Utara",Halmahera Utara,Maluku Utara,Baik Sekali,swasta,,
362,Universitas Muhammadiyah Bandung,41064,UM Bandung,40262,2.26E+13,,unmuhbandung@gmail.com,Jl. Palasari No.9A,Bandung,Jawa Barat,Baik Sekali,swasta,,
363,Universitas Megarezky,91056,UNIMERZ,90234,(0411) 492401,,info@unimerz.ac.id,"Jalan Antang Raya No. 45, Antang, Manggala",Makassar,Sulawesi Selatan,Baik,swasta,,
364,Universitas Bung Karno,31042,YPS,10320,"2,139,010,763,901,270",,rektorat@ubk.ac.id,Jalan Kimia No 20,Administrasi Jakarta Pusat,DKI Jakarta,Baik Sekali,swasta,,
365,Universitas Kristen Krida Wacana,31010,UKRIDA,11470,021 566 695255,,univ.secretary@ukrida.ac.id,Jl Tanjung Duren Raya No 4,Administrasi Jakarta Barat,DKI Jakarta,Unggul,swasta,,
366,Universitas Kristen Indonesia Tomohon,161001,UKIT,95362,81343606077,,rektorat.ukit@gmail.com,Jalan Raya Talete II Kampus II UKIT Kuranga,Tomohon,Sulawesi Utara,Baik,swasta,,
367,Universitas Islam Negeri Sunan Kalijaga,201002,UIN SUKA,55281,"(0274) 589621,512474",,humas@uin-suka.ac.id,Jalan Marsda Adisucipto No. 1,Yogyakarta,Daerah Istimewa Yogyakarta,Unggul,swasta,,
368,Institut Sains Dan Teknologi Akprind,52003,IST AKPRIND,55222,274563029,,info@akprind.ac.id,Jalan Kalisahak No 28 Komplek Balapan,Yogyakarta,Daerah Istimewa Yogyakarta,Baik Sekali,swasta,,
369,Institut Agama Islam Kotamobagu,212081,IAI Kotamobagu,95716,6.28E+12,,admin@iaik.ac.id,"Jl. Jhoni Suhodo No. 4, Kelurahan Kotobangon, Kecamatan Kotamobagu Timur, Kota Kotamobagu, Provinsi Sulawesi Utara",Kotamobagu,Sulawesi Utara,Baik,swasta,,
370,Universitas Kaltara,111019,UNIKALTAR,77212,55223190,,univ.kaltara@gmail.com,"Jl. Sengkawit RT.023 Tanjung Selor
Kabupaten Bulungan Kalimantan Utara",Bulungan,Kalimantan Utara,Baik,swasta,,
371,Universitas Nahdlatul Ulama Kalimantan Selatan,111021,UNUKASE,70552,0511 5511701,,unu.kalsel@gmail.com,Jl. Ahmad Yani Km. 12.5,Banjar,Kalimantan Selatan,Baik,swasta,,
372,Institut Teknologi Indonesia,32006,ITI,15320,217560545,,humas@iti.ac.id,Jalan Raya Puspiptek Serpong,Tangerang Selatan,Banten,Baik Sekali,swasta,,
373,Universitas Muhammadiyah Kotabumi,21035,UMKO,34517,6272422287,,humas@umko.ac.id,"Jln. Hasan Kepala Ratu No. 1052 Sindangsari Kotabumi, Lampung Utara 34517",Lampung Utara,Lampung,Baik Sekali,swasta,,
374,Universitas Potensi Utama,11046,UPU,20241,616640525,,info@potensi-utama.ac.id,"Jl. K.L. Yos Sudarso Km 6,5 No. 3A Tanjung Mulia - Medan",Medan,Sumatera Utara,Baik Sekali,swasta,,
375,Universitas Katolik De La Salle,161011,Unika De La Salle,95000,81143901500,,info@unikadelasalle.ac.id,"Kairagi I Kombos Manado
Sulawesi Utara",Manado,Sulawesi Utara,Baik Sekali,swasta,,
376,Universitas Muhammadiyah Metro,21004,UM METRO,34111,(0725) 4244542454,,info@ummetro.ac.id,Jl Ki Hajar Dewantara No 116 Iringmulyo Kec Metro Timur,Lampung Timur,Lampung,Baik Sekali,swasta,,
377,Universitas Galuh,41023,Unigal,46251,(0265) 776787,,info@unigal.ac.id,Jalan R.E. Martadinata No. 150,Ciamis,Jawa Barat,Baik Sekali,swasta,,
378,Universitas Muhammadiyah Jember,71032,Unmuh Jember,68121,(0331) 336728,,kantorpusat@unmuhjember.ac.id,Jalan Karimata No 49,Jember,Jawa Timur,Baik Sekali,swasta,,
379,Universitas Pradita,31067,Universitas Pradita,15810,(021) 55689999,,info@pradita.ac.id,"Scienta Busines Park, Jl. gading Serpong Boulevard No.1 Curug Tangerang, Kelapa Dua, Tangerang Banten 15810",Tangerang,Banten,Baik,swasta,,
380,Universitas Brawijaya,1019,UB,65145,341551611,,rektorat@ub.ac.id,Jalan Veteran,Malang,Jawa Timur,Unggul,negeri,801.0,9.0
381,Universitas Islam Lamongan,71067,UNISLA,62211,"0322324706, 322158",,info@unisla.ac.id,Jalan Veteran 53A Lamongan Jawa Timur,Lamongan,Jawa Timur,Baik Sekali,swasta,,
382,Universitas Al-Qolam Malang,211017,UQM,65174,341878661,,info@alqolam.ac.id,"Jalan Raya Putat Lor RT. 11, RW. 02. Desa Putat Lor, Kecamatan Gondanglegi",Malang,Jawa Timur,Baik,swasta,,
